county,fips,state,all_cause
Jefferson County,28063,Mississippi,1051.37826380113
Jefferson Davis County,28065,Mississippi,1045.74340925753
Jones County,28067,Mississippi,1033.79879247557
Kemper County,28069,Mississippi,849.201239353375
Lafayette County,28071,Mississippi,931.936132522851
Lamar County,28073,Mississippi,843.326085612766
Lauderdale County,28075,Mississippi,1025.07644937382
Lawrence County,28077,Mississippi,1104.73205038285
Leake County,28079,Mississippi,1147.89796058906
Lee County,28081,Mississippi,1092.67168934123
Leflore County,28083,Mississippi,1170.61098831856
Lincoln County,28085,Mississippi,1095.17057951328
Lowndes County,28087,Mississippi,949.56106061288
Madison County,28089,Mississippi,1198.04818967327
Marion County,28091,Mississippi,1171.82438058013
Marshall County,28093,Mississippi,1128.31796223118
Monroe County,28095,Mississippi,968.597685504569
Montgomery County,28097,Mississippi,1085.20132584884
Neshoba County,28099,Mississippi,1133.33668236301
Newton County,28101,Mississippi,1056.31846430835
Noxubee County,28103,Mississippi,967.576961735945
Oktibbeha County,28105,Mississippi,851.745036761655
Panola County,28107,Mississippi,1174.01930022272
Pearl River County,28109,Mississippi,1041.4089890668
Perry County,28111,Mississippi,1076.82827836552
Pike County,28113,Mississippi,1140.77935687748
Pontotoc County,28115,Mississippi,902.917413135007
Prentiss County,28117,Mississippi,940.880043816999
Quitman County,28119,Mississippi,1233.14363705188
Rankin County,28121,Mississippi,794.420450073561
Scott County,28123,Mississippi,1018.83699485403
Sharkey County,28125,Mississippi,1151.6805194122
Simpson County,28127,Mississippi,1052.71247844804
Smith County,28129,Mississippi,1018.52925472086
Stone County,28131,Mississippi,1162.08268428958
Sunflower County,28133,Mississippi,1232.45463137866
Tallahatchie County,28135,Mississippi,1018.44693638628
Tate County,28137,Mississippi,1047.50957286555
Tippah County,28139,Mississippi,1155.16586486476
Tishomingo County,28141,Mississippi,1177.81952502732
Tunica County,28143,Mississippi,1309.41358806041
Union County,28145,Mississippi,959.043499046766
Walthall County,28147,Mississippi,1023.19275560038
Warren County,28149,Mississippi,1080.3446296163
Washington County,28151,Mississippi,1229.53630265442
Wayne County,28153,Mississippi,1041.20534701576
Webster County,28155,Mississippi,1232.43968884194
Wilkinson County,28157,Mississippi,1195.24196612654
Winston County,28159,Mississippi,1001.38069965338
Yalobusha County,28161,Mississippi,1134.06061612908
Yazoo County,28163,Mississippi,1085.49167693963
Adair County,29001,Missouri,883.620597393037
Andrew County,29003,Missouri,814.243407772523
Atchison County,29005,Missouri,831.213096581952
Audrain County,29007,Missouri,905.400627512542
Barry County,29009,Missouri,930.286539994034
Barton County,29011,Missouri,853.636798180159
Bates County,29013,Missouri,951.622401720854
Benton County,29015,Missouri,968.481721815898
Bollinger County,29017,Missouri,968.750968799908
Boone County,29019,Missouri,741.052480716544
Buchanan County,29021,Missouri,967.27669476827
Butler County,29023,Missouri,1100.44368350685
Caldwell County,29025,Missouri,906.807095183025
Callaway County,29027,Missouri,860.963303086563
Camden County,29029,Missouri,809.338159620141
Cape Girardeau County,29031,Missouri,850.73843628951
Carroll County,29033,Missouri,914.96263635681
Carter County,29035,Missouri,1132.97153100823
Cass County,29037,Missouri,840.6139263282
Cedar County,29039,Missouri,958.322174793301
Chariton County,29041,Missouri,813.62034077318
Christian County,29043,Missouri,813.59222973471
Clark County,29045,Missouri,926.861730343459
Clay County,29047,Missouri,799.988902760685
Clinton County,29049,Missouri,1001.43747438087
Cole County,29051,Missouri,827.249973517656
Cooper County,29053,Missouri,854.663733122988
Crawford County,29055,Missouri,1004.07586802408
Dade County,29057,Missouri,969.495966309871
Dallas County,29059,Missouri,909.319829873689
Daviess County,29061,Missouri,909.120369276402
DeKalb County,29063,Missouri,835.815260654575
Dent County,29065,Missouri,965.667491413088
Douglas County,29067,Missouri,864.140471106013
Dunklin County,29069,Missouri,1247.55242263187
Franklin County,29071,Missouri,907.721816702066
Gasconade County,29073,Missouri,890.00695349453
Gentry County,29075,Missouri,846.627084359418
Greene County,29077,Missouri,841.859117893908
Grundy County,29079,Missouri,870.894804332986
Harrison County,29081,Missouri,842.55366331684
Henry County,29083,Missouri,991.193448617292
Hickory County,29085,Missouri,894.050793446732
Holt County,29087,Missouri,783.816405902942
Howard County,29089,Missouri,832.046546354186
Howell County,29091,Missouri,1014.68126851632
Iron County,29093,Missouri,1265.02285169772
Jackson County,29095,Missouri,878.253525551223
Jasper County,29097,Missouri,995.37186303311
Jefferson County,29099,Missouri,991.201484244676
Johnson County,29101,Missouri,872.955850250889
Knox County,29103,Missouri,913.074796857648
Laclede County,29105,Missouri,992.409938789321
Lafayette County,29107,Missouri,894.318426930674
Lawrence County,29109,Missouri,947.64759454092
Lewis County,29111,Missouri,897.048567369975
Lincoln County,29113,Missouri,923.489819399657
Linn County,29115,Missouri,922.305303762117
Livingston County,29117,Missouri,866.80678378294
McDonald County,29119,Missouri,1078.17940903961
Macon County,29121,Missouri,899.839173484066
Madison County,29123,Missouri,1070.79432147401
Maries County,29125,Missouri,910.698615052287
Marion County,29127,Missouri,933.883157577168
Mercer County,29129,Missouri,766.243196571992
Miller County,29131,Missouri,939.342421410654
Mississippi County,29133,Missouri,1140.32800319495
Moniteau County,29135,Missouri,858.947986966461
Monroe County,29137,Missouri,814.616326011065
Montgomery County,29139,Missouri,939.750396570146
Morgan County,29141,Missouri,982.448195243179
New Madrid County,29143,Missouri,1125.76467731647
Newton County,29145,Missouri,925.999630238143
Nodaway County,29147,Missouri,763.546462088049
Oregon County,29149,Missouri,974.708209189278
Osage County,29151,Missouri,816.332704821614
Ozark County,29153,Missouri,967.855627714059
Pemiscot County,29155,Missouri,1205.68673494376
Perry County,29157,Missouri,822.014022914582
Pettis County,29159,Missouri,858.558429095744
Phelps County,29161,Missouri,924.073584157869
Pike County,29163,Missouri,908.541099761598
Platte County,29165,Missouri,704.631003837601
Polk County,29167,Missouri,949.209824370282
Pulaski County,29169,Missouri,997.138202085792
Putnam County,29171,Missouri,892.62733179008
Ralls County,29173,Missouri,779.675041249777
Randolph County,29175,Missouri,992.376043611991
Ray County,29177,Missouri,965.559833684268
Reynolds County,29179,Missouri,1001.07853989045
Ripley County,29181,Missouri,1097.3475306105
Saint Charles County,29183,Missouri,724.896897171876
Saint Clair County,29185,Missouri,920.090113728982
Sainte Genevieve County,29186,Missouri,832.718047080456
Saint Francois County,29187,Missouri,1090.74841777932
Saint Louis County,29189,Missouri,769.066285112861
Saline County,29195,Missouri,903.630608180096
Schuyler County,29197,Missouri,875.965969495643
Scotland County,29199,Missouri,862.224758278667
Scott County,29201,Missouri,990.982711703392
Shannon County,29203,Missouri,941.88840472856
Shelby County,29205,Missouri,877.401687259662
Stoddard County,29207,Missouri,966.850476510754
Stone County,29209,Missouri,819.794902022271
Sullivan County,29211,Missouri,941.074137072308
Taney County,29213,Missouri,839.006585780673
Texas County,29215,Missouri,888.332513898522
Vernon County,29217,Missouri,988.271286255105
Warren County,29219,Missouri,816.51628351214
Washington County,29221,Missouri,1148.38974373321
Wayne County,29223,Missouri,1074.31915636563
Webster County,29225,Missouri,890.14376072165
Worth County,29227,Missouri,813.785700698724
Wright County,29229,Missouri,998.570352800729
Saint Louis City,29510,Missouri,1020.21442266102
Beaverhead County,30001,Montana,719.640469441232
Big Horn County,30003,Montana,1113.61685554787
Blaine County,30005,Montana,947.452162972251
Broadwater County,30007,Montana,754.202475834058
Carbon County,30009,Montana,682.893375645089
Carter County,30011,Montana,740.92698634299
Cascade County,30013,Montana,798.841513339827
Chouteau County,30015,Montana,756.406410655085
Custer County,30017,Montana,868.55908465034
Daniels County,30019,Montana,760.651691749593
Dawson County,30021,Montana,817.209709512201
Deer Lodge County,30023,Montana,907.47227859139
Fallon County,30025,Montana,789.081078814265
Fergus County,30027,Montana,813.565612033146
Flathead County,30029,Montana,803.058013298618
Gallatin County,30031,Montana,640.285770164167
Garfield County,30033,Montana,691.237598516425
Glacier County,30035,Montana,1077.58541736183
Golden Valley County,30037,Montana,715.083168370157
Granite County,30039,Montana,667.325614406258
Hill County,30041,Montana,883.139023643107
Jefferson County,30043,Montana,841.620912795774
Judith Basin County,30045,Montana,638.991083223679
Lake County,30047,Montana,795.520075492205
Lewis and Clark County,30049,Montana,770.2894562501
Liberty County,30051,Montana,627.66758160054
Lincoln County,30053,Montana,872.27176141403
McCone County,30055,Montana,757.078664137246
Madison County,30057,Montana,678.652327645637
Meagher County,30059,Montana,836.392462808013
Mineral County,30061,Montana,867.600052107638
Missoula County,30063,Montana,759.649681254133
Musselshell County,30065,Montana,925.115077351163
Petroleum County,30069,Montana,726.780552762619
Phillips County,30071,Montana,799.780808798986
Pondera County,30073,Montana,778.974348934213
Powder River County,30075,Montana,716.520221677271
Powell County,30077,Montana,861.291105372002
Prairie County,30079,Montana,751.712132324809
Ravalli County,30081,Montana,733.196296516545
Richland County,30083,Montana,886.373147639547
Roosevelt County,30085,Montana,1235.08193127656
Rosebud County,30087,Montana,983.608737819818
Sanders County,30089,Montana,811.969350618713
Sheridan County,30091,Montana,891.054379741009
Silver Bow County,30093,Montana,918.244236492741
Stillwater County,30095,Montana,760.758456256244
Sweet Grass County,30097,Montana,665.279900314103
Teton County,30099,Montana,715.980147510742
Toole County,30101,Montana,808.215724266991
Treasure County,30103,Montana,695.798800069883
Valley County,30105,Montana,768.926800055986
Wheatland County,30107,Montana,733.204397788016
Wibaux County,30109,Montana,933.933474408608
Yellowstone County,30111,Montana,787.98247614725
Adams County,31001,Nebraska,759.581088795924
Antelope County,31003,Nebraska,658.311471914603
Arthur County,31005,Nebraska,679.60493401338
Banner County,31007,Nebraska,611.021792069559
Blaine County,31009,Nebraska,706.561292135014
Boone County,31011,Nebraska,668.316254524858
Box Butte County,31013,Nebraska,813.19903694202
Boyd County,31015,Nebraska,719.035053397822
Brown County,31017,Nebraska,681.835477492449
Buffalo County,31019,Nebraska,727.011283793068
Burt County,31021,Nebraska,822.811565055301
Butler County,31023,Nebraska,768.892166505817
Cass County,31025,Nebraska,814.830551287966
Cedar County,31027,Nebraska,656.282454522901
Chase County,31029,Nebraska,774.454621988069
Cherry County,31031,Nebraska,700.001979017891
Cheyenne County,31033,Nebraska,753.812666612442
Clay County,31035,Nebraska,817.58636577832
Colfax County,31037,Nebraska,700.969174690697
Cuming County,31039,Nebraska,663.693599940401
Custer County,31041,Nebraska,789.81823778874
Dakota County,31043,Nebraska,851.816022021714
Dawes County,31045,Nebraska,743.024612351737
Dawson County,31047,Nebraska,794.165406370011
Deuel County,31049,Nebraska,717.100339059454
Dixon County,31051,Nebraska,739.591579587308
Dodge County,31053,Nebraska,789.308772196041
Douglas County,31055,Nebraska,813.645461721036
Dundy County,31057,Nebraska,806.724768402108
Fillmore County,31059,Nebraska,812.211129187368
Franklin County,31061,Nebraska,790.628152312314
Frontier County,31063,Nebraska,632.084027343864
Furnas County,31065,Nebraska,841.168618310504
Gage County,31067,Nebraska,805.087477569838
Garden County,31069,Nebraska,818.896621558565
Garfield County,31071,Nebraska,779.805618235136
Gosper County,31073,Nebraska,758.359286079888
Grant County,31075,Nebraska,738.812609659811
Greeley County,31077,Nebraska,699.845194592029
Hall County,31079,Nebraska,796.046943324009
Hamilton County,31081,Nebraska,750.585835073515
Harlan County,31083,Nebraska,741.449748563261
Hayes County,31085,Nebraska,569.209039349388
Hitchcock County,31087,Nebraska,769.485739396957
Holt County,31089,Nebraska,710.006480467145
Hooker County,31091,Nebraska,692.080291724509
Howard County,31093,Nebraska,727.405113118087
Jefferson County,31095,Nebraska,815.226754724416
Johnson County,31097,Nebraska,759.063014257546
Kearney County,31099,Nebraska,749.127235052248
Keith County,31101,Nebraska,780.613777490158
Keya Paha County,31103,Nebraska,634.806802790531
Kimball County,31105,Nebraska,820.996989814247
Knox County,31107,Nebraska,760.111334935216
Lancaster County,31109,Nebraska,727.447557544537
Lincoln County,31111,Nebraska,776.08813870352
Logan County,31113,Nebraska,752.659252214407
Loup County,31115,Nebraska,635.334964542896
McPherson County,31117,Nebraska,533.824485863616
Madison County,31119,Nebraska,795.049977878128
Merrick County,31121,Nebraska,776.644374513659
Morrill County,31123,Nebraska,854.599835037895
Nance County,31125,Nebraska,857.801126775154
Nemaha County,31127,Nebraska,787.168993275609
Nuckolls County,31129,Nebraska,755.193081775307
Otoe County,31131,Nebraska,752.592258664153
Pawnee County,31133,Nebraska,750.893473448744
Perkins County,31135,Nebraska,698.217789681367
Phelps County,31137,Nebraska,754.847892893107
Pierce County,31139,Nebraska,726.173233970358
Platte County,31141,Nebraska,695.653785998225
Polk County,31143,Nebraska,706.262727467509
Red Willow County,31145,Nebraska,764.534904921701
Richardson County,31147,Nebraska,848.514233755011
Rock County,31149,Nebraska,717.482174995095
Saline County,31151,Nebraska,808.708524296243
Sarpy County,31153,Nebraska,735.360929744339
Saunders County,31155,Nebraska,746.849540570529
Scotts Bluff County,31157,Nebraska,851.903061340612
Seward County,31159,Nebraska,764.705498715698
Sheridan County,31161,Nebraska,778.002453803513
Sherman County,31163,Nebraska,722.312233108627
Sioux County,31165,Nebraska,546.604199064074
Stanton County,31167,Nebraska,671.373246729913
Thayer County,31169,Nebraska,759.622496112336
Thomas County,31171,Nebraska,654.679166777222
Thurston County,31173,Nebraska,1098.47077169895
Valley County,31175,Nebraska,707.556136330494
Washington County,31177,Nebraska,724.829799729434
Wayne County,31179,Nebraska,566.646166108661
Webster County,31181,Nebraska,837.303131462606
Wheeler County,31183,Nebraska,651.507827554334
York County,31185,Nebraska,715.117648438922
Churchill County,32001,Nevada,963.541263622552
Clark County,32003,Nevada,807.093108500748
Douglas County,32005,Nevada,664.340288826616
Elko County,32007,Nevada,834.260549628041
Esmeralda County,32009,Nevada,990.243871440931
Eureka County,32011,Nevada,866.206669175539
Humboldt County,32013,Nevada,965.915397963454
Lander County,32015,Nevada,908.489044980375
Lincoln County,32017,Nevada,931.012284692236
Lyon County,32019,Nevada,955.690647509837
Mineral County,32021,Nevada,1076.68103833607
Nye County,32023,Nevada,1087.75851218403
Pershing County,32027,Nevada,830.82963056024
Storey County,32029,Nevada,559.727155860715
Washoe County,32031,Nevada,843.518877379897
White Pine County,32033,Nevada,929.545390547426
Carson City,32510,Nevada,944.85928494191
Belknap County,33001,New Hampshire,783.514634520234
Carroll County,33003,New Hampshire,683.85454194055
Cheshire County,33005,New Hampshire,750.166318513822
Coos County,33007,New Hampshire,852.912213524304
Grafton County,33009,New Hampshire,689.635759968889
Hillsborough County,33011,New Hampshire,749.369715841452
Merrimack County,33013,New Hampshire,754.720106896589
Rockingham County,33015,New Hampshire,711.266982440415
Strafford County,33017,New Hampshire,792.082908980857
Sullivan County,33019,New Hampshire,762.593114869497
Atlantic County,34001,New Jersey,849.558478625683
Bergen County,34003,New Jersey,600.312209723927
Burlington County,34005,New Jersey,758.630372689379
Camden County,34007,New Jersey,832.675189141558
Cape May County,34009,New Jersey,844.351087916091
Cumberland County,34011,New Jersey,930.736098885767
Essex County,34013,New Jersey,753.351858980848
Gloucester County,34015,New Jersey,839.291790398732
Hudson County,34017,New Jersey,675.75889039604
Hunterdon County,34019,New Jersey,615.149764882693
Mercer County,34021,New Jersey,727.846358369492
Middlesex County,34023,New Jersey,662.022953879631
Monmouth County,34025,New Jersey,724.552635890282
Morris County,34027,New Jersey,636.411031668766
Ocean County,34029,New Jersey,787.581272319432
Passaic County,34031,New Jersey,732.00368948441
Salem County,34033,New Jersey,898.332329719781
Somerset County,34035,New Jersey,632.546130942011
Sussex County,34037,New Jersey,769.760757834757
Union County,34039,New Jersey,690.927368000855
Warren County,34041,New Jersey,728.285651385062
Bernalillo County,35001,New Mexico,786.816679694284
Catron County,35003,New Mexico,647.163068310903
Chaves County,35005,New Mexico,905.804516324102
Colfax County,35007,New Mexico,784.156088535662
Curry County,35009,New Mexico,881.809384877437
De Baca County,35011,New Mexico,826.57419027807
Dona Ana County,35013,New Mexico,738.455061932483
Eddy County,35015,New Mexico,950.85432251199
Grant County,35017,New Mexico,800.682743241956
Guadalupe County,35019,New Mexico,855.771986154125
Harding County,35021,New Mexico,630.103754350679
Hidalgo County,35023,New Mexico,811.353332799583
Lea County,35025,New Mexico,953.511688621718
Lincoln County,35027,New Mexico,680.483656332547
Los Alamos County,35028,New Mexico,533.309496218195
Luna County,35029,New Mexico,876.131063130586
McKinley County,35031,New Mexico,947.166210169049
Mora County,35033,New Mexico,747.730384650626
Otero County,35035,New Mexico,831.879541598561
Quay County,35037,New Mexico,971.228905415071
Rio Arriba County,35039,New Mexico,917.467885026589
Roosevelt County,35041,New Mexico,861.160145341984
Sandoval County,35043,New Mexico,725.307615315838
San Juan County,35045,New Mexico,820.112584286407
San Miguel County,35047,New Mexico,883.873611958713
Santa Fe County,35049,New Mexico,644.084779378307
Sierra County,35051,New Mexico,1002.35821143986
Socorro County,35053,New Mexico,921.508534690516
Taos County,35055,New Mexico,674.184200862277
Torrance County,35057,New Mexico,904.653488117704
Union County,35059,New Mexico,873.373733409414
Albany County,36001,New York,724.279175584907
Allegany County,36003,New York,816.998916323562
Bronx County,36005,New York,728.497254894998
Broome County,36007,New York,777.017017646204
Cattaraugus County,36009,New York,846.698005049621
Cayuga County,36011,New York,730.829483890431
Chautauqua County,36013,New York,808.865869551797
Chemung County,36015,New York,837.257658401818
Chenango County,36017,New York,832.059282694431
Clinton County,36019,New York,806.917725820469
Columbia County,36021,New York,773.619546893722
Cortland County,36023,New York,819.448709446597
Delaware County,36025,New York,772.726423516925
Dutchess County,36027,New York,707.937114974171
Erie County,36029,New York,826.264448890902
Essex County,36031,New York,727.140477596267
Franklin County,36033,New York,797.093546406647
Fulton County,36035,New York,812.745846845556
Genesee County,36037,New York,799.352905995609
Greene County,36039,New York,817.636260324164
Hamilton County,36041,New York,786.241815160794
Herkimer County,36043,New York,770.356404835889
Jefferson County,36045,New York,790.866820869769
Kings County,36047,New York,640.409067699721
Lewis County,36049,New York,730.707459159532
Livingston County,36051,New York,721.491093867605
Madison County,36053,New York,754.380539952895
Monroe County,36055,New York,736.573391161012
Montgomery County,36057,New York,819.100722643873
Nassau County,36059,New York,606.29976266924
New York County,36061,New York,569.097586679474
Niagara County,36063,New York,836.096008245461
Oneida County,36065,New York,787.166848389148
Onondaga County,36067,New York,757.25846751706
Ontario County,36069,New York,752.623525082465
Orange County,36071,New York,746.124096490789
Orleans County,36073,New York,835.412278713753
Oswego County,36075,New York,859.170765866158
Otsego County,36077,New York,737.191846968206
Putnam County,36079,New York,637.908330367876
Queens County,36081,New York,592.269435942481
Rensselaer County,36083,New York,834.801124088279
Richmond County,36085,New York,721.226890399723
Rockland County,36087,New York,587.134652429344
Saint Lawrence County,36089,New York,829.599325277808
Saratoga County,36091,New York,660.964996749934
Schenectady County,36093,New York,764.422607637915
Schoharie County,36095,New York,713.883316912126
Schuyler County,36097,New York,799.976567637124
Seneca County,36099,New York,776.664342620982
Steuben County,36101,New York,830.689398857341
Suffolk County,36103,New York,700.156249657606
Sullivan County,36105,New York,854.562849678348
Tioga County,36107,New York,745.782069018565
Tompkins County,36109,New York,682.242266439501
Ulster County,36111,New York,721.884307205107
Warren County,36113,New York,739.809731891618
Washington County,36115,New York,805.89543957765
Wayne County,36117,New York,783.824545847463
Westchester County,36119,New York,594.042699588796
Wyoming County,36121,New York,804.209971950485
Yates County,36123,New York,793.355256005371
Alamance County,37001,North Carolina,865.166303613425
Alexander County,37003,North Carolina,888.74392412103
Alleghany County,37005,North Carolina,866.810067065182
Anson County,37007,North Carolina,982.269283642626
Ashe County,37009,North Carolina,864.05136421235
Avery County,37011,North Carolina,892.120997099528
Beaufort County,37013,North Carolina,934.424946256117
Bertie County,37015,North Carolina,978.598498713706
Bladen County,37017,North Carolina,1035.99247429681
Brunswick County,37019,North Carolina,802.378094334646
Buncombe County,37021,North Carolina,789.834666454451
Burke County,37023,North Carolina,930.903014037127
Cabarrus County,37025,North Carolina,863.861792614507
Caldwell County,37027,North Carolina,1004.99191570205
Camden County,37029,North Carolina,787.821957790964
Carteret County,37031,North Carolina,837.468293613167
Caswell County,37033,North Carolina,958.102792599847
Catawba County,37035,North Carolina,953.66422488234
Chatham County,37037,North Carolina,646.901482904544
Cherokee County,37039,North Carolina,919.297355705061
Chowan County,37041,North Carolina,859.672757645775
Clay County,37043,North Carolina,813.230518911046
Cleveland County,37045,North Carolina,1072.54052876349
Columbus County,37047,North Carolina,1095.9703347172
Craven County,37049,North Carolina,872.4443319166
Cumberland County,37051,North Carolina,946.793055124257
Currituck County,37053,North Carolina,905.08639440261
Dare County,37055,North Carolina,782.449072829218
Davidson County,37057,North Carolina,954.731054160365
Davie County,37059,North Carolina,807.280648310961
Duplin County,37061,North Carolina,878.357801380662
Durham County,37063,North Carolina,756.240460618649
Edgecombe County,37065,North Carolina,996.325693038217
Forsyth County,37067,North Carolina,832.286387158635
Franklin County,37069,North Carolina,861.320815152936
Gaston County,37071,North Carolina,1031.02451505693
Gates County,37073,North Carolina,907.549803623907
Graham County,37075,North Carolina,959.375777919389
Granville County,37077,North Carolina,869.287652707103
Greene County,37079,North Carolina,885.638318411786
Guilford County,37081,North Carolina,807.70125979307
Halifax County,37083,North Carolina,1004.64290478692
Harnett County,37085,North Carolina,923.905229271136
Haywood County,37087,North Carolina,840.637588231745
Henderson County,37089,North Carolina,775.222059330544
Hertford County,37091,North Carolina,951.202876003148
Hoke County,37093,North Carolina,961.290993424965
Hyde County,37095,North Carolina,870.865322691493
Iredell County,37097,North Carolina,924.289261462373
Jackson County,37099,North Carolina,825.835278271674
Johnston County,37101,North Carolina,857.610463408942
Jones County,37103,North Carolina,940.453984053049
Lee County,37105,North Carolina,877.84054551305
Lenoir County,37107,North Carolina,1025.05759982505
Lincoln County,37109,North Carolina,928.264188641039
McDowell County,37111,North Carolina,898.345024424337
Macon County,37113,North Carolina,831.060463448061
Madison County,37115,North Carolina,872.866316699348
Martin County,37117,North Carolina,1117.81182906551
Mecklenburg County,37119,North Carolina,737.35199446954
Mitchell County,37121,North Carolina,956.913028184672
Montgomery County,37123,North Carolina,856.5704121354
Moore County,37125,North Carolina,711.535240878707
Nash County,37127,North Carolina,961.338198613642
New Hanover County,37129,North Carolina,763.603489407614
Northampton County,37131,North Carolina,900.688054502747
Onslow County,37133,North Carolina,874.943373681877
Orange County,37135,North Carolina,693.365666267771
Pamlico County,37137,North Carolina,804.646748709676
Pasquotank County,37139,North Carolina,911.596687443182
Pender County,37141,North Carolina,821.540823788029
Perquimans County,37143,North Carolina,823.232081668946
Person County,37145,North Carolina,941.524941223139
Pitt County,37147,North Carolina,855.097119442061
Polk County,37149,North Carolina,769.772118506738
Randolph County,37151,North Carolina,927.880829977152
Richmond County,37153,North Carolina,1089.11997960945
Robeson County,37155,North Carolina,1081.22733361804
Rockingham County,37157,North Carolina,981.844864006426
Rowan County,37159,North Carolina,990.827999233735
Rutherford County,37161,North Carolina,1014.10105099864
Sampson County,37163,North Carolina,961.866148028437
Scotland County,37165,North Carolina,1031.14845826357
Stanly County,37167,North Carolina,955.000667246254
Stokes County,37169,North Carolina,909.547079128725
Surry County,37171,North Carolina,941.58094922298
Swain County,37173,North Carolina,1128.53640222356
Transylvania County,37175,North Carolina,695.653428941068
Tyrrell County,37177,North Carolina,860.072026074903
Union County,37179,North Carolina,806.108029613111
Vance County,37181,North Carolina,1012.94227222528
Wake County,37183,North Carolina,678.719495399354
Warren County,37185,North Carolina,825.816380979807
Washington County,37187,North Carolina,889.596626404092
Watauga County,37189,North Carolina,693.962926705066
Wayne County,37191,North Carolina,928.637107330037
Wilkes County,37193,North Carolina,896.764900606947
Wilson County,37195,North Carolina,916.773318993624
Yadkin County,37197,North Carolina,927.383795402067
Yancey County,37199,North Carolina,853.164158955114
Adams County,38001,North Dakota,739.683452136234
Barnes County,38003,North Dakota,736.911025694685
Benson County,38005,North Dakota,1032.31411109326
Billings County,38007,North Dakota,448.396116080082
Bottineau County,38009,North Dakota,770.481449997776
Bowman County,38011,North Dakota,822.000823953662
Burke County,38013,North Dakota,749.422285949813
Burleigh County,38015,North Dakota,661.754540406267
Cass County,38017,North Dakota,684.062410331476
Cavalier County,38019,North Dakota,679.301698147294
Dickey County,38021,North Dakota,716.172981963683
Divide County,38023,North Dakota,690.007127036794
Dunn County,38025,North Dakota,731.952416096826
Eddy County,38027,North Dakota,923.594967495162
Emmons County,38029,North Dakota,715.556921494769
Foster County,38031,North Dakota,788.065157156917
Golden Valley County,38033,North Dakota,595.62573204739
Grand Forks County,38035,North Dakota,760.605886261179
Grant County,38037,North Dakota,705.094863794673
Griggs County,38039,North Dakota,739.937383859693
Hettinger County,38041,North Dakota,707.011682908082
Kidder County,38043,North Dakota,663.434082907264
LaMoure County,38045,North Dakota,626.517291199486
Logan County,38047,North Dakota,663.79195362513
McHenry County,38049,North Dakota,691.164692538265
McIntosh County,38051,North Dakota,710.029360704476
McKenzie County,38053,North Dakota,782.801949453908
McLean County,38055,North Dakota,755.074258242481
Mercer County,38057,North Dakota,728.906880997291
Morton County,38059,North Dakota,761.142661929511
Mountrail County,38061,North Dakota,915.487518955373
Nelson County,38063,North Dakota,914.96406587437
Oliver County,38065,North Dakota,560.504868263556
Pembina County,38067,North Dakota,684.244585648391
Pierce County,38069,North Dakota,761.288216886195
Ramsey County,38071,North Dakota,827.078493568136
Ransom County,38073,North Dakota,831.717989051124
Renville County,38075,North Dakota,732.85041829319
Richland County,38077,North Dakota,649.685134145839
Rolette County,38079,North Dakota,1185.56872368624
Sargent County,38081,North Dakota,684.737672006593
Sheridan County,38083,North Dakota,543.46473177295
Sioux County,38085,North Dakota,1600.02466531065
Slope County,38087,North Dakota,532.846363024639
Stark County,38089,North Dakota,667.989161428308
Steele County,38091,North Dakota,665.644103041934
Stutsman County,38093,North Dakota,772.90731712059
Towner County,38095,North Dakota,748.176365223977
Traill County,38097,North Dakota,709.761586685393
Walsh County,38099,North Dakota,786.836957601714
Ward County,38101,North Dakota,754.235804066354
Wells County,38103,North Dakota,730.249208885762
Williams County,38105,North Dakota,800.513083609539
Adams County,39001,Ohio,1069.96827287445
Allen County,39003,Ohio,867.592132041108
Ashland County,39005,Ohio,818.177868232305
Ashtabula County,39007,Ohio,945.899857201065
Athens County,39009,Ohio,951.86063513292
Auglaize County,39011,Ohio,815.438470281807
Belmont County,39013,Ohio,903.188495129989
Brown County,39015,Ohio,999.822614381589
Butler County,39017,Ohio,886.355818584231
Carroll County,39019,Ohio,845.279963760465
Champaign County,39021,Ohio,910.80413691075
Clark County,39023,Ohio,976.953033920033
Clermont County,39025,Ohio,844.331460665744
Clinton County,39027,Ohio,951.661738947616
Columbiana County,39029,Ohio,904.968152700494
Coshocton County,39031,Ohio,907.319910828533
Crawford County,39033,Ohio,919.075261763662
Cuyahoga County,39035,Ohio,841.809446831159
Darke County,39037,Ohio,818.740533068456
Defiance County,39039,Ohio,820.293744351519
Delaware County,39041,Ohio,667.635839161085
Erie County,39043,Ohio,868.715667326959
Fairfield County,39045,Ohio,820.23765095194
Fayette County,39047,Ohio,1082.38693605835
Franklin County,39049,Ohio,882.520290288337
Fulton County,39051,Ohio,807.390323265624
Gallia County,39053,Ohio,1028.56378429854
Geauga County,39055,Ohio,650.963279258632
Greene County,39057,Ohio,767.61539606195
Guernsey County,39059,Ohio,956.260462948204
Hamilton County,39061,Ohio,904.862541688783
Hancock County,39063,Ohio,780.248199660045
Hardin County,39065,Ohio,955.900516679043
Harrison County,39067,Ohio,973.447441262115
Henry County,39069,Ohio,765.929624477595
Highland County,39071,Ohio,977.665197567847
Hocking County,39073,Ohio,954.990799508713
Holmes County,39075,Ohio,755.036446658943
Huron County,39077,Ohio,902.579430421461
Jackson County,39079,Ohio,1117.93784658861
Jefferson County,39081,Ohio,1027.46692502566
Knox County,39083,Ohio,862.431839576907
Lake County,39085,Ohio,790.054608837855
